# ===========================================================================
# matrix.tsv -- the declaration BOTH runners walk. One row is one run.
# ===========================================================================
# Neither RUN_ME_FIRST.praat nor run_analyses.R carries its own list of
# analyses. Both read this file. That is the point: a cell that exists on one
# side and not the other cannot happen, and adding a cell is one line here
# rather than two edits in two languages.
#
# DERIVED, NOT INVENTED. Every axis below came out of the source:
#   test / adjustment / post-hoc / equal-variance / group-order values are the
#     `option:` and `boolean:` lists in plugin/scripts/eml-*.praat and
#     plugin/scripts/eml-wizard.praat, decoded through the same
#     if/elsif ladders those wrappers use to build the orchestrator arguments.
#   procedure signatures are plugin/stats/eml-analysis.praat (analysis lane)
#     and plugin/stats/eml-psychometrics.praat + eml-categorical.praat
#     (survey lane, which has no dialog and no menu item).
#   datasets are the committed evidence/csv/*.csv, mapped to analyses by their
#     own columns and by which validate/v*.R reads them.
#
# COLUMNS
#   cell_id      stable identifier; never reused, never renumbered in place
#   lane         analysis | survey
#   procedure    the Praat procedure to call, exactly as it is defined
#   dataset      file stem in data/ (analysis lane) or the fixture (survey)
#   col_a        1st column argument: dataCol / col1 / colX / depCol /
#                predCol, or the pipe-delimited condition list for the
#                repeated-measures pair, or the case label for Wilson
#   col_b        2nd column argument: groupCol / col2 / colY / factor1 / respCol
#   col_c        3rd: factor2, or the grouping column for grouped regression
#   test         the test-selecting argument, verbatim as passed; empty where
#                the procedure has no test axis
#   posthoc      post-hoc selector as passed: 0/1 for doTukey, doDunn and
#                doPostHoc; empty where the procedure has none
#   adjust       bonferroni | holm | bh | none; empty where not taken
#   equal_var    0/1, two-group only
#   group_order  discovery | alphabetical -> emlGroupSortAlphabetical 0/1;
#                empty where the procedure never calls @emlCountGroups
#   conf         confidence level, survey lane
#   correction   Yates on/off, chi-square only
#   prereq       a call that must run first in the same session, "proc:args"
#   expect       ok | refuse -- a refusal that happens correctly is evidence
#   note         why this cell is here, or why it refuses
#
# GROUP ORDER IS RESULT-AFFECTING, WHICH IS WHY IT IS AN AXIS.
# Measured on Praat 6.6.30, v11_twoway_input, SPL_dB by voice_type:
#   discovery order    group 1 = Soprano   t =  3.9024
#   alphabetical       group 1 = Alto      t = -3.9024
# Same data, same test, opposite sign. The same flip reaches Cohen's d,
# rank-biserial r and every Tukey mean difference.
#
# WHAT IS BOUNDED, AND WHY. A silent cap reads as complete coverage.
#   B1 22 committed *_input.csv names hold 17 distinct contents. Byte-identical
#      files are run once. Collapsed aliases, by md5:
#        demo_3groups_b_input == v02_pairwise_bonferroni_input
#                             == v02_pairwise_holm_input
#        v09_anova_tukey_input == v10_kw_dunn_input == v14_descriptive_input
#        demo_paired_input     == v05_paired_input
#   B2 Two-group (testType x equalVar) is a 3x2 grid; only 4 cells are
#      reachable from any door, and equalVar is read only inside the
#      parametric arm, so (nonparametric,1) and (both,1) are exact duplicates
#      of (nonparametric,0) and (both,0). 6 -> 4.
#   B3 Scheffe is bound to adjust=none. @emlScheffe takes no adjustment; the
#      value would only change a line of report text. 3 cells -> 1, which is
#      the value the wizard itself passes for that row.
#   B4 With the post hoc off, .adjMethod$ is unread -- it sits inside
#      `if .doDunn` / `if .doPostHoc`. One cell, not three.
#   B5 Normality's .testType$ selects no test; its own header says so, and
#      says "both" and "auto" behave identically. Bound to "both".
#   B6 On the k-group family only the two real measurement columns (SPL_dB,
#      vibrato_rate_Hz) are used as responses. Identifier columns are not
#      responses.
#   B7 Refusal cells are not crossed against group order: a refusal on group
#      COUNT cannot depend on the order the groups were counted in.
#   B8 group_order is left empty where the procedure never calls
#      @emlCountGroups -- paired, correlation, descriptive, overall
#      regression, normality, RM-ANOVA, Friedman, and two-way ANOVA (which
#      parses Praat's own built-in report).
#   B9 Grouped CORRELATION is absent. It has no analysis-layer procedure: it
#      is assembled inline in scripts/eml-correlate.praat. Grouped REGRESSION
#      is present because @emlRunGroupedRegression exists.
#   B10 Wilson is crossed at the three levels the committed fixture itself
#      names (0.90, 0.95, 0.99) rather than at each row's single stored conf.
#
# TWO CELLS THAT DO NOT YET REFUSE -- THEY ABORT. Both are marked
# expect=refuse and both currently take the whole script down, on Praat
# 6.6.30. They stay in the matrix, and the suite stays red on them, until
# they are fixed:
#   D-CORR-1 @emlRunCorrelationAnalysis assigns .recResult$ only AFTER its
#            four guards. Its record hook at label END_CORR reads it on every
#            refusal path. Every sibling orchestrator initialises it on entry.
#   D-CORR-2 @emlPearsonCorrelation sets its numeric outputs only when
#            .error$ is empty. Its own sibling @emlPearsonCorrelationAlt, five
#            lines below in the same file, initialises them to undefined
#            first, and so does @emlSpearmanCorrelation. On zero-variance
#            input the caller's next line reads an unassigned .r.
#
# THE SURVEY LANE NEEDS TWO FILES THE FLAT LIBRARY DOES NOT YET CARRY.
# walkthrough/kit/eml-lib-flat.praat holds 484 procedures and none of
# @emlCronbachAlpha, @emlAlphaInfluence, @emlChiSquareIndependence,
# @emlWilsonInterval. Rebuild it to include stats/eml-psychometrics.praat and
# stats/eml-categorical.praat, or the survey rows cannot run.
# ===========================================================================
cell_id	lane	procedure	dataset	col_a	col_b	col_c	test	posthoc	adjust	equal_var	group_order	conf	correction	prereq	expect	note
c0001	analysis	emlRunTwoGroupAnalysis	v08_twogroup_input	F0_Hz	group		parametric			0	discovery				ok	labels already alphabetical: group order is an invariance check here
c0002	analysis	emlRunTwoGroupAnalysis	v08_twogroup_input	F0_Hz	group		parametric			0	alphabetical				ok	labels already alphabetical: group order is an invariance check here
c0003	analysis	emlRunTwoGroupAnalysis	v08_twogroup_input	F0_Hz	group		parametric			1	discovery				ok	labels already alphabetical: group order is an invariance check here
c0004	analysis	emlRunTwoGroupAnalysis	v08_twogroup_input	F0_Hz	group		parametric			1	alphabetical				ok	labels already alphabetical: group order is an invariance check here
c0005	analysis	emlRunTwoGroupAnalysis	v08_twogroup_input	F0_Hz	group		nonparametric			0	discovery				ok	labels already alphabetical: group order is an invariance check here
c0006	analysis	emlRunTwoGroupAnalysis	v08_twogroup_input	F0_Hz	group		nonparametric			0	alphabetical				ok	labels already alphabetical: group order is an invariance check here
c0007	analysis	emlRunTwoGroupAnalysis	v08_twogroup_input	F0_Hz	group		both			0	discovery				ok	labels already alphabetical: group order is an invariance check here
c0008	analysis	emlRunTwoGroupAnalysis	v08_twogroup_input	F0_Hz	group		both			0	alphabetical				ok	labels already alphabetical: group order is an invariance check here
c0009	analysis	emlRunTwoGroupAnalysis	v08_twogroup_input	jitter_pct	group		parametric			0	discovery				ok	labels already alphabetical: group order is an invariance check here
c0010	analysis	emlRunTwoGroupAnalysis	v08_twogroup_input	jitter_pct	group		parametric			0	alphabetical				ok	labels already alphabetical: group order is an invariance check here
c0011	analysis	emlRunTwoGroupAnalysis	v08_twogroup_input	jitter_pct	group		parametric			1	discovery				ok	labels already alphabetical: group order is an invariance check here
c0012	analysis	emlRunTwoGroupAnalysis	v08_twogroup_input	jitter_pct	group		parametric			1	alphabetical				ok	labels already alphabetical: group order is an invariance check here
c0013	analysis	emlRunTwoGroupAnalysis	v08_twogroup_input	jitter_pct	group		nonparametric			0	discovery				ok	labels already alphabetical: group order is an invariance check here
c0014	analysis	emlRunTwoGroupAnalysis	v08_twogroup_input	jitter_pct	group		nonparametric			0	alphabetical				ok	labels already alphabetical: group order is an invariance check here
c0015	analysis	emlRunTwoGroupAnalysis	v08_twogroup_input	jitter_pct	group		both			0	discovery				ok	labels already alphabetical: group order is an invariance check here
c0016	analysis	emlRunTwoGroupAnalysis	v08_twogroup_input	jitter_pct	group		both			0	alphabetical				ok	labels already alphabetical: group order is an invariance check here
c0017	analysis	emlRunTwoGroupAnalysis	v11_twoway_input	SPL_dB	voice_type		parametric			0	discovery				ok	
c0018	analysis	emlRunTwoGroupAnalysis	v11_twoway_input	SPL_dB	voice_type		parametric			0	alphabetical				ok	
c0019	analysis	emlRunTwoGroupAnalysis	v11_twoway_input	SPL_dB	voice_type		parametric			1	discovery				ok	
c0020	analysis	emlRunTwoGroupAnalysis	v11_twoway_input	SPL_dB	voice_type		parametric			1	alphabetical				ok	
c0021	analysis	emlRunTwoGroupAnalysis	v11_twoway_input	SPL_dB	voice_type		nonparametric			0	discovery				ok	
c0022	analysis	emlRunTwoGroupAnalysis	v11_twoway_input	SPL_dB	voice_type		nonparametric			0	alphabetical				ok	
c0023	analysis	emlRunTwoGroupAnalysis	v11_twoway_input	SPL_dB	voice_type		both			0	discovery				ok	
c0024	analysis	emlRunTwoGroupAnalysis	v11_twoway_input	SPL_dB	voice_type		both			0	alphabetical				ok	
c0025	analysis	emlRunTwoGroupAnalysis	v11_twoway_input	SPL_dB	task		parametric			0	discovery				ok	
c0026	analysis	emlRunTwoGroupAnalysis	v11_twoway_input	SPL_dB	task		parametric			0	alphabetical				ok	
c0027	analysis	emlRunTwoGroupAnalysis	v11_twoway_input	SPL_dB	task		parametric			1	discovery				ok	
c0028	analysis	emlRunTwoGroupAnalysis	v11_twoway_input	SPL_dB	task		parametric			1	alphabetical				ok	
c0029	analysis	emlRunTwoGroupAnalysis	v11_twoway_input	SPL_dB	task		nonparametric			0	discovery				ok	
c0030	analysis	emlRunTwoGroupAnalysis	v11_twoway_input	SPL_dB	task		nonparametric			0	alphabetical				ok	
c0031	analysis	emlRunTwoGroupAnalysis	v11_twoway_input	SPL_dB	task		both			0	discovery				ok	
c0032	analysis	emlRunTwoGroupAnalysis	v11_twoway_input	SPL_dB	task		both			0	alphabetical				ok	
c0033	analysis	emlRunTwoGroupAnalysis	v09_anova_tukey_input	SPL_dB	voice_type		parametric			0	discovery				refuse	voice_type has 3 groups; this test compares exactly 2
c0034	analysis	emlRunTwoGroupAnalysis	v73_directional_input	x	fam		parametric			0	discovery				refuse	fam has 5 groups; this test compares exactly 2
c0035	analysis	emlRunAnovaAnalysis	demo_3groups_input	SPL_dB	voice_type			0			discovery				ok	
c0036	analysis	emlRunAnovaAnalysis	demo_3groups_input	SPL_dB	voice_type			0			alphabetical				ok	
c0037	analysis	emlRunAnovaAnalysis	demo_3groups_input	SPL_dB	voice_type			1			discovery				ok	
c0038	analysis	emlRunAnovaAnalysis	demo_3groups_input	SPL_dB	voice_type			1			alphabetical				ok	
c0039	analysis	emlRunAnovaAnalysis	demo_3groups_input	vibrato_rate_Hz	voice_type			0			discovery				ok	
